"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","netustm","ppltrst","pplfair","pplhlp","polintr","trstlgl","trstplc","trstprt","vote","contplt","lrscale","stflife","stfeco","stfgov","stfedu","gincdif","euftf","lrnobed","imsmetn","imdfetn","impcntr","imueclt","imwbcnt","edlveat","edlvebe","edlvehr","edlvgcy","edlvdfi","edlvdfr","edudde1","educde2","edlvegr","edlvdahu","edlvdis","edlvdie","edlvfit","edlvdlt","edlvenl","edlveno","edlvipl","edlvept","edlvdrs","edlvdsk","edlvesi","edlvies","edlvdse","edlvdch","educgb1","edubgb2","edagegb","emplrel","nacer2","isco08","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",50236,"FR",1.0117673,0.898682,3.184377,2.8617423,600,0,10,0,1,6,7,6,2,2,0,6,5,6,7,3,10,1,2,2,2,10,5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,56,5120,0.00012068956,626,6189
"ESS11e02",11,"2.0","20.11.2024",50248,"FR",1.0106914,1.1810983,3.184377,3.7610624,6666,3,6,2,3,7,7,0,2,2,5,5,0,1,5,1,3,1,2,3,4,2,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,96,9111,0.00012081803,624,6368
"ESS11e02",11,"2.0","20.11.2024",50252,"FR",1.0074643,0.75752187,3.184377,2.4122353,90,5,5,4,1,5,5,4,2,2,5,5,4,5,6,2,6,2,2,3,3,3,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,84,5412,0.000121205034,631,6242
"ESS11e02",11,"2.0","20.11.2024",50270,"FR",0.9916536,1.14943,3.184377,3.6602185,6666,3,4,1,2,6,4,2,1,2,10,8,88,2,3,5,0,1,1,4,4,0,0,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,42,3112,0.00012313749,638,6197
"ESS11e02",11,"2.0","20.11.2024",50273,"FR",0.9960624,1.1929818,3.184377,3.7989037,120,2,3,3,3,3,5,3,2,1,5,8,5,3,2,3,2,1,1,2,7,2,5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,47,4321,0.00012259246,638,6380
"ESS11e02",11,"2.0","20.11.2024",50308,"FR",0.9965704,1.1448075,3.184377,3.6454985,480,7,8,4,3,3,6,5,1,2,7,9,4,4,7,3,3,4,2,2,2,4,5,,,,,,22,,,,,,,,,,,,,,,,,,,,,,2,86,2240,0.00012252998,617,6400
"ESS11e02",11,"2.0","20.11.2024",50310,"FR",0.9899178,0.8857904,3.184377,2.8206906,30,5,3,7,3,0,5,5,1,2,3,5,0,0,5,2,5,1,2,4,8,0,0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,49,3000,0.00012335341,634,6320
"ESS11e02",11,"2.0","20.11.2024",50367,"FR",1.0037599,1.1729982,3.184377,3.7352684,6666,4,7,7,4,5,5,5,1,2,5,5,5,5,6,2,5,1,2,2,2,5,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,93,5120,0.000121652345,624,6301
"ESS11e02",11,"2.0","20.11.2024",50391,"FR",1.0039114,0.7548504,3.184377,2.4037282,6666,10,10,10,2,0,10,0,1,1,0,10,10,5,10,2,0,2,4,4,3,0,0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,10,3322,0.000121633995,631,6236
"ESS11e02",11,"2.0","20.11.2024",50404,"FR",0.99882203,1.6356302,3.184377,5.208463,6666,5,7,5,3,5,7,88,1,2,5,8,0,0,5,8,8,1,2,2,2,0,88,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,85,9112,0.00012225375,617,6356
"ESS11e02",11,"2.0","20.11.2024",50408,"FR",0.964947,1.0129231,3.184377,3.225529,120,1,9,8,2,2,2,2,2,2,7,2,3,2,2,1,3,2,3,3,3,6,3,,,,,,8,,,,,,,,,,,,,,,,,,,,,,1,86,3344,0.00012654555,604,6136
"ESS11e02",11,"2.0","20.11.2024",50433,"FR",0.9904276,0.92240524,3.184377,2.937286,6666,5,10,10,1,9,5,5,1,2,7,10,1,8,5,2,6,1,3,3,3,5,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,61,4110,0.00012328992,635,6193
"ESS11e02",11,"2.0","20.11.2024",50443,"FR",1.0053375,0.74563843,3.184377,2.3743937,90,8,8,8,1,7,9,6,2,2,6,9,7,6,4,1,9,1,2,2,2,7,6,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,29,8142,0.00012146145,623,6306
"ESS11e02",11,"2.0","20.11.2024",50445,"FR",1.0037599,1.1980509,3.184377,3.8150456,300,6,7,5,1,7,7,4,1,2,5,7,5,5,6,1,10,2,2,2,2,7,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,51,2359,0.000121652345,624,6301
"ESS11e02",11,"2.0","20.11.2024",50446,"FR",0.9916536,1.14943,3.184377,3.6602185,6666,4,7,3,1,2,5,2,2,2,3,2,2,3,3,1,10,2,3,3,3,7,4,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,41,1323,0.00012313749,638,6197
"ESS11e02",11,"2.0","20.11.2024",50465,"FR",1.0046194,0.84403974,3.184377,2.6877406,480,7,7,5,3,7,7,4,1,2,4,3,5,4,4,1,6,2,2,3,3,8,7,,,,,,19,,,,,,,,,,,,,,,,,,,,,,1,41,2142,0.00012154826,637,6088
"ESS11e02",11,"2.0","20.11.2024",50468,"FR",1.0078994,0.7207012,3.184377,2.2949843,6666,5,7,6,3,2,5,5,1,2,5,8,6,5,5,2,5,3,2,3,3,5,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,43,7126,0.000121152705,637,6089
"ESS11e02",11,"2.0","20.11.2024",50530,"FR",0.9981845,1.11442,3.184377,3.5487335,180,5,7,5,4,6,5,3,2,1,3,8,5,5,6,2,7,3,1,1,1,7,7,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,43,7115,0.00012233184,637,6344
"ESS11e02",11,"2.0","20.11.2024",50547,"FR",1.0047086,0.8924132,3.184377,2.84178,180,5,5,2,4,6,7,2,2,2,5,7,6,6,5,1,8,4,2,2,3,5,5,,,,,,18,,,,,,,,,,,,,,,,,,,,,,6,666,66666,0.00012153747,601,6128
"ESS11e02",11,"2.0","20.11.2024",50568,"FR",0.99948925,0.71468735,3.184377,2.2758338,60,2,8,6,3,5,5,5,2,2,3,3,4,4,5,2,2,1,2,2,2,5,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,49,8331,0.00012217215,637,6347
"ESS11e02",11,"2.0","20.11.2024",50602,"FR",0.9880053,0.55122507,3.184377,1.7553084,15,7,3,3,2,3,7,2,1,2,4,8,7,6,8,3,7,2,1,1,1,8,6,,,,,,22,,,,,,,,,,,,,,,,,,,,,,1,85,1345,0.0001235922,619,6291
"ESS11e02",11,"2.0","20.11.2024",50610,"FR",0.99678457,0.7800714,3.184377,2.4840412,60,5,8,6,1,6,9,6,1,2,7,7,7,7,7,1,8,2,2,2,2,5,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,2,49,8332,0.00012250364,632,6388
"ESS11e02",11,"2.0","20.11.2024",50638,"FR",0.9927002,1.3149734,3.184377,4.187371,480,6,6,4,2,3,3,3,1,2,2,7,3,3,4,1,6,3,1,1,2,8,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,1,6113,0.00012300767,633,6384
"ESS11e02",11,"2.0","20.11.2024",50693,"FR",0.98810005,1.7019053,3.184377,5.419508,480,4,8,5,2,7,7,3,1,2,6,7,4,3,4,4,9,2,2,2,2,5,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,71,4120,0.00012358035,617,6411
"ESS11e02",11,"2.0","20.11.2024",50714,"FR",0.979185,1.1168828,3.184377,3.5565758,480,4,6,6,2,8,5,1,1,2,4,8,5,3,3,1,8,3,1,1,1,8,8,,,,,,19,,,,,,,,,,,,,,,,,,,,,,1,35,2142,0.00012470549,613,6161
"ESS11e02",11,"2.0","20.11.2024",50771,"FR",0.99144787,1.1833539,3.184377,3.7682447,6666,5,10,6,3,3,8,3,1,2,10,6,1,1,5,1,2,1,2,4,4,4,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,43,7120,0.00012316306,623,6308
"ESS11e02",11,"2.0","20.11.2024",50789,"FR",1.0074049,1.0506052,3.184377,3.3455229,570,7,7,5,3,3,7,4,1,2,8,7,4,5,3,5,3,1,2,2,2,7,5,,,,,,21,,,,,,,,,,,,,,,,,,,,,,1,62,2150,0.00012121218,617,6366
"ESS11e02",11,"2.0","20.11.2024",50811,"FR",0.9960651,1.4083931,3.184377,4.4848547,180,4,6,8,4,3,5,88,3,2,88,10,88,88,2,1,88,1,2,2,2,88,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,43,7213,0.00012259214,625,6328
"ESS11e02",11,"2.0","20.11.2024",50812,"FR",0.989611,1.7696227,3.184377,5.6351457,150,1,1,2,4,1,5,2,2,2,88,7,0,1,4,1,1,1,3,3,3,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,666,66666,0.00012339166,622,6354
"ESS11e02",11,"2.0","20.11.2024",50826,"FR",0.9971388,1.3931172,3.184377,4.43621,482,6,8,6,1,4,10,5,3,2,7,9,6,3,3,5,8,1,2,1,2,6,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,16,7522,0.00012246013,634,6244
"ESS11e02",11,"2.0","20.11.2024",50827,"FR",1.0051756,0.9175834,3.184377,2.9219315,90,6,8,5,3,5,8,5,2,1,88,8,3,5,7,4,88,1,2,3,3,5,5,,,,,,9,,,,,,,,,,,,,,,,,,,,,,2,47,5222,0.00012148101,628,6278
"ESS11e02",11,"2.0","20.11.2024",50832,"FR",0.99429137,1.2260207,3.184377,3.904112,120,5,8,5,1,0,8,2,1,2,8,5,0,3,0,5,5,1,1,4,3,1,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,85,4120,0.00012281083,631,6243
"ESS11e02",11,"2.0","20.11.2024",50841,"FR",0.9876085,0.7297056,3.184377,2.3236575,300,6,6,6,4,5,5,5,1,2,5,7,5,5,6,3,8,2,2,2,2,6,6,,,,,,17,,,,,,,,,,,,,,,,,,,,,,1,84,2424,0.00012364186,637,6329
"ESS11e02",11,"2.0","20.11.2024",50848,"FR",0.99716085,1.1454853,3.184377,3.647657,240,4,4,6,3,3,8,1,1,2,6,3,2,3,7,1,9,1,2,2,2,8,5,,,,,,20,,,,,,,,,,,,,,,,,,,,,,1,61,3511,0.00012245742,617,6358
"ESS11e02",11,"2.0","20.11.2024",50903,"FR",1.0065928,0.58894897,3.184377,1.8754355,180,3,5,5,3,4,6,5,1,2,6,5,5,6,6,2,5,1,3,3,3,3,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2,43,7112,0.00012130997,618,6268
"ESS11e02",11,"2.0","20.11.2024",50913,"FR",0.9896142,0.7980011,3.184377,2.5411363,240,8,7,6,1,8,7,5,1,1,3,7,6,4,5,1,10,3,2,2,2,8,5,,,,,,22,,,,,,,,,,,,,,,,,,,,,,1,84,2150,0.00012339126,625,6326
"ESS11e02",11,"2.0","20.11.2024",50931,"FR",0.99716085,1.0399233,3.184377,3.3115077,300,8,8,2,2,10,9,2,1,2,6,8,2,4,1,5,9,2,2,2,2,4,5,,,,,,24,,,,,,,,,,,,,,,,,,,,,,1,37,1120,0.00012245742,617,6358
"ESS11e02",11,"2.0","20.11.2024",50940,"FR",0.9960624,1.3469487,3.184377,4.2891927,510,7,7,3,1,8,9,6,1,2,8,7,2,5,7,3,5,3,2,2,3,3,4,,,,,,19,,,,,,,,,,,,,,,,,,,,,,2,64,2413,0.00012259246,638,6380
"ESS11e02",11,"2.0","20.11.2024",50987,"FR",0.9874551,1.7743444,3.184377,5.6501813,120,3,6,3,4,5,5,5,3,2,88,6,5,6,8,1,3,1,2,2,2,2,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,43,7122,0.00012366106,623,6297
"ESS11e02",11,"2.0","20.11.2024",50994,"FR",0.9863346,1.1899111,3.184377,3.7891254,540,4,4,0,2,4,9,0,1,2,10,10,0,0,2,1,4,1,2,2,3,6,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,56,3313,0.00012380154,638,6198
"ESS11e02",11,"2.0","20.11.2024",51029,"FR",1.0084747,0.6269357,3.184377,1.9963996,180,3,6,7,2,6,7,4,2,2,5,4,4,4,5,2,2,1,2,2,2,8,7,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,84,4120,0.0001210836,620,6211
"ESS11e02",11,"2.0","20.11.2024",51054,"FR",1.0119718,0.616254,3.184377,1.9623849,6666,2,6,2,1,5,5,7,1,1,0,7,2,2,5,2,3,2,1,1,1,8,8,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,24,9320,0.00012066517,618,6206
"ESS11e02",11,"2.0","20.11.2024",51059,"FR",0.9966333,1.1001098,3.184377,3.5031643,120,6,6,7,4,5,5,0,2,2,5,8,0,0,3,1,88,2,3,4,3,0,0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,1,999,9333,0.00012252225,633,6203
"ESS11e02",11,"2.0","20.11.2024",51096,"FR",1.0119712,0.74770683,3.184377,2.3809803,300,8,8,8,4,3,3,0,2,2,3,5,3,7,5,2,88,4,1,1,1,10,7,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1,90,3435,0.000120665245,637,6220
"ESS11e02",11,"2.0","20.11.2024",51101,"FR",0.9919002,0.61678886,3.184377,1.9640882,60,7,8,8,2,3,3,1,1,2,8,8,4,3,5,2,3,1,2,2,2,3,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,49,8332,0.00012310689,628,6271
"ESS11e02",11,"2.0","20.11.2024",51102,"FR",1.0029434,0.8385631,3.184377,2.670301,150,0,5,3,4,6,9,2,1,2,5,10,0,0,4,1,10,1,2,2,2,8,4,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,86,5329,0.000121751385,621,6304
"ESS11e02",11,"2.0","20.11.2024",51112,"FR",0.9970905,0.6028136,3.184377,1.9195857,420,10,9,9,3,5,7,4,1,2,2,10,5,5,7,2,10,2,1,1,1,10,10,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1,64,3300,0.00012246605,618,6269
"ESS11e02",11,"2.0","20.11.2024",51119,"FR",0.9919002,0.9054637,3.184377,2.8833377,300,7,6,10,2,5,8,9,2,2,10,5,6,7,8,4,7,1,3,2,2,9,6,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,10,9321,0.00012310689,628,6271
"ESS11e02",11,"2.0","20.11.2024",51146,"FR",0.99384505,1.1614119,3.184377,3.698373,6666,3,10,10,1,10,10,8,1,2,0,0,0,0,10,1,10,1,1,1,1,10,10,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,84,9112,0.00012286598,623,6294
"ESS11e02",11,"2.0","20.11.2024",51178,"FR",0.9925982,0.7570875,3.184377,2.410852,480,3,4,5,2,4,8,3,2,2,2,3,3,2,4,3,6,2,3,3,3,7,5,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,69,2411,0.00012302032,607,6146
"ESS11e02",11,"2.0","20.11.2024",51190,"FR",1.0037961,0.7282077,3.184377,2.3188877,480,7,3,4,2,6,3,6,1,2,2,9,1,0,3,1,8,3,2,2,2,9,6,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1,47,5223,0.00012164796,628,6274
"ESS11e02",11,"2.0","20.11.2024",51192,"FR",0.99429137,1.1672918,3.184377,3.7170968,480,6,6,3,2,8,9,2,3,2,6,9,3,6,3,3,7,2,1,2,2,10,7,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,47,8344,0.00012281083,631,6243
"ESS11e02",11,"2.0","20.11.2024",51200,"FR",0.9931115,0.9128541,3.184377,2.9068713,120,3,10,8,3,5,8,5,2,2,5,7,5,5,3,1,4,1,2,2,2,6,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,43,4120,0.00012295673,629,6228
"ESS11e02",11,"2.0","20.11.2024",51216,"FR",1.0063419,0.7489468,3.184377,2.384929,60,0,8,6,4,6,8,88,8,2,5,8,3,5,3,3,88,1,2,2,2,5,5,,,,,,8,,,,,,,,,,,,,,,,,,,,,,1,86,5321,0.000121340214,637,6331
"ESS11e02",11,"2.0","20.11.2024",51221,"FR",1.0017054,0.93167347,3.184377,2.9667995,30,5,7,7,2,8,8,6,1,2,5,8,6,7,6,2,9,1,2,2,2,9,7,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,24,4229,0.000121901845,617,6417
"ESS11e02",11,"2.0","20.11.2024",51256,"FR",1.0001162,1.4819932,3.184377,4.719225,720,7,7,7,1,8,7,1,2,2,5,7,6,4,5,1,10,3,2,2,2,10,8,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,62,1223,0.00012209556,638,6374
"ESS11e02",11,"2.0","20.11.2024",51259,"FR",1.0033273,2.7169855,3.184377,8.651906,150,5,6,6,3,3,6,2,2,2,3,7,5,1,1,2,5,1,1,1,1,3,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,53,4210,0.000121704805,622,6350
"ESS11e02",11,"2.0","20.11.2024",51285,"FR",1.0037961,0.593794,3.184377,1.8908639,360,6,6,5,1,8,8,6,1,2,6,9,4,5,7,2,4,2,1,2,2,6,7,,,,,,21,,,,,,,,,,,,,,,,,,,,,,1,1,4110,0.00012164796,628,6274
"ESS11e02",11,"2.0","20.11.2024",51297,"FR",0.9988994,0.9789068,3.184377,3.1172082,6666,5,7,4,4,8,5,5,1,2,5,8,7,5,5,2,4,1,1,1,1,5,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,32,7223,0.0001222443,618,6270
"ESS11e02",11,"2.0","20.11.2024",51308,"FR",0.9902272,0.6155924,3.184377,1.9602783,60,6,8,6,1,7,8,6,1,2,3,7,3,4,8,2,8,2,1,2,2,7,6,,,,,,15,,,,,,,,,,,,,,,,,,,,,,1,85,3221,0.00012331488,620,6336
"ESS11e02",11,"2.0","20.11.2024",51345,"FR",1.0037599,1.1729982,3.184377,3.7352684,360,5,5,1,3,3,7,0,1,2,5,8,4,8,3,5,0,1,4,2,3,4,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,42,3112,0.000121652345,624,6301
"ESS11e02",11,"2.0","20.11.2024",51360,"FR",0.99479514,0.8298769,3.184377,2.6426408,480,7,9,6,4,4,3,5,1,2,3,6,3,0,3,1,88,8,1,2,2,10,5,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1,81,2166,0.00012274864,637,6332
"ESS11e02",11,"2.0","20.11.2024",51393,"FR",0.9978333,1.0153753,3.184377,3.2333374,120,5,7,3,4,5,8,4,1,2,5,7,5,5,6,1,4,1,3,4,2,5,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,,1,27,4120,0.0001223749,624,6302
"ESS11e02",11,"2.0","20.11.2024",51400,"FR",0.99974144,0.73867065,3.184377,2.3522058,180,4,8,6,2,8,8,7,1,2,4,10,7,8,8,2,4,2,1,2,2,7,7,,,,,,17,,,,,,,,,,,,,,,,,,,,,,1,26,3115,0.00012214133,637,6345
"ESS11e02",11,"2.0","20.11.2024",51406,"FR",0.9931115,0.64252555,3.184377,2.0460436,60,7,7,7,2,8,8,3,1,2,5,9,4,4,5,1,8,2,2,2,2,8,7,,,,,,16,,,,,,,,,,,,,,,,,,,,,,1,96,2352,0.00012295673,629,6228
"ESS11e02",11,"2.0","20.11.2024",51414,"FR",0.9924787,0.78089345,3.184377,2.486659,6666,5,4,2,4,4,6,1,1,2,3,10,3,1,9,3,2,1,2,2,8,7,6,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,81,9110,0.00012303512,627,6389
"ESS11e02",11,"2.0","20.11.2024",51415,"FR",0.989611,1.0163171,3.184377,3.2363367,300,3,7,5,3,8,7,2,2,2,3,2,7,2,3,1,2,1,2,3,3,7,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,28,7214,0.00012339166,622,6354
"ESS11e02",11,"2.0","20.11.2024",51440,"FR",1.0130249,0.9254328,3.184377,2.9469268,240,3,8,3,4,5,5,0,2,2,0,5,0,2,3,1,5,2,2,2,2,0,5,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,86,3258,0.00012053972,618,6253
"ESS11e02",11,"2.0","20.11.2024",51521,"FR",1.0036118,1.1768528,3.184377,3.7475429,120,1,5,4,2,3,5,1,2,2,4,6,1,5,3,2,4,1,2,2,2,2,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,15,8155,0.0001216703,636,6141
"ESS11e02",11,"2.0","20.11.2024",51555,"FR",1.0008659,0.7395006,3.184377,2.3548486,600,4,8,5,4,3,8,0,2,1,7,6,2,2,2,4,1,1,2,2,2,3,1,,,,,,18,,,,,,,,,,,,,,,,,,,,,,1,65,3321,0.000122004094,637,6262
"ESS11e02",11,"2.0","20.11.2024",51567,"FR",0.9924951,1.0943928,3.184377,3.4849591,180,5,7,4,1,7,3,4,1,2,2,7,3,0,3,1,3,4,1,1,1,8,5,,,,,,26,,,,,,,,,,,,,,,,,,,,,,1,85,2100,0.0001230331,595,6074
"ESS11e02",11,"2.0","20.11.2024",51633,"FR",1.0047086,1.1858854,3.184377,3.7763062,180,0,0,0,2,10,10,5,1,2,5,8,2,6,8,2,10,3,1,3,3,1,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,49,8344,0.00012153747,601,6129
"ESS11e02",11,"2.0","20.11.2024",51680,"FR",0.99797297,0.64064556,3.184377,2.040057,120,6,9,5,2,8,2,7,1,2,1,8,2,0,3,4,6,4,1,2,2,7,5,,,,,,19,,,,,,,,,,,,,,,,,,,,,,1,49,2142,0.00012235777,631,6235
"ESS11e02",11,"2.0","20.11.2024",51713,"FR",0.9917096,1.1705431,3.184377,3.7274504,300,6,6,7,3,2,6,5,2,2,88,8,2,1,8,1,10,1,2,2,3,6,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,41,8219,0.00012313055,627,6282
"ESS11e02",11,"2.0","20.11.2024",51731,"FR",0.9883663,2.518685,3.184377,8.020443,240,4,5,6,4,2,7,3,2,2,5,4,3,2,4,1,2,1,3,3,2,2,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,85,9112,0.00012354706,626,6185
"ESS11e02",11,"2.0","20.11.2024",51734,"FR",0.99142605,0.64788234,3.184377,2.0631015,120,5,8,3,3,5,5,0,1,2,3,5,3,5,7,2,10,2,1,2,2,10,7,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,24,3117,0.00012316577,619,6337
"ESS11e02",11,"2.0","20.11.2024",51739,"FR",0.99023914,0.7693613,3.184377,2.4499364,240,4,8,6,3,5,6,0,2,2,3,6,4,4,3,3,5,2,2,2,2,5,5,,,,,,22,,,,,,,,,,,,,,,,,,,,,,1,84,1112,0.0001233134,631,6241
"ESS11e02",11,"2.0","20.11.2024",51757,"FR",1.0072093,0.8091177,3.184377,2.5765357,300,4,7,0,3,8,10,5,2,2,8,5,3,2,4,1,0,1,2,3,3,7,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,26,9320,0.00012123572,622,6222
"ESS11e02",11,"2.0","20.11.2024",51773,"FR",1.0011168,0.62683475,3.184377,1.9960781,60,2,3,2,2,2,8,0,2,2,8,7,0,1,2,1,1,1,3,3,3,0,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,49,8331,0.000121973535,629,6227
"ESS11e02",11,"2.0","20.11.2024",51840,"FR",0.9893607,0.7050237,3.184377,2.2450612,0,3,3,3,4,2,7,2,8,2,3,7,3,2,4,4,4,2,1,1,2,6,5,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,25,7210,0.00012342288,624,6117
"ESS11e02",11,"2.0","20.11.2024",51845,"FR",1.008975,0.6919994,3.184377,2.2035868,270,7,7,0,2,5,7,0,1,1,4,6,3,2,3,1,10,1,1,1,1,10,9,,,,,,19,,,,,,,,,,,,,,,,,,,,,,1,81,3100,0.00012102355,621,6305
"ESS11e02",11,"2.0","20.11.2024",51878,"FR",0.9958574,1.3262737,3.184377,4.2233553,240,4,8,0,4,10,10,10,1,2,10,6,3,5,6,4,5,1,3,3,3,3,5,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,85,5311,0.0001226177,625,6322
